71 1 35 638,82
72 1 36 636,99
73 1 37 645,94
74 1 38 650,74
75 2 3 789,29
76 2 4 448,39
77 2 5 443,07
78 2 6 951,25
79 2 7 102,09
80 2 8 320,42
81 2 9 505,07
82 2 10 125,3
83 2 11 764,44
84 2 12 584,4
85 2 13 209,93
86 2 14 250,21
87 2 15 695,96
88 2 16 581,05
89 2 17 655,53
90 2 18 670,7
91 2 19 603
92 2 20 652,56
93 2 21 835,23
94 2 22 331,21
95 2 23 214,17
96 2 24 616,44
97 2 25 518,65
98 2 26 277,36
99 2 27 277,73
100 2 28 660,27
101 2 29 661,94
102 2 30 758,25
103 2 31 798,83
104 2 32 771,64
105 2 33 49,43
106 2 34 433,32
107 2 35 661,8
108 2 36 660,25
109 2 37 669,15
110 2 38 673,81
111 3 4 448,66
112 3 5 519,87
113 3 6 315,37
114 3 7 695,64
115 3 8 636,38
116 3 9 484,52
117 3 10 701,11
118 3 11 156,89
119 3 12 214,49
120 3 13 640,45
121 3 14 550,06
122 3 15 236,33
123 3 16 217,63
124 3 17 191,66
125 3 18 318,77
126 3 19 482,07
127 3 20 474,3
128 3 21 293,3
129 3 22 458,11
130 3 23 765,47
131 3 24 596,4
132 3 25 588,83
133 3 26 545,57
134 3 27 547,21
135 3 28 137,81
136 3 29 199,95
137 3 30 107,69
138 3 31 49,72
139 3 32 207,37
140 3 33 830,55
141 3 34 390,05
142 3 35 193,8
143 3 36 206,19
144 3 37 199,5
145 3 38 191,39
146 4 5 77,13
147 4 6 719,25
148 4 7 391,23
149 4 8 499,34
150 4 9 511,99
151 4 10 423,09
152 4 11 508,99
153 4 12 326,87
154 4 13 245,33
155 4 14 214,94
156 4 15 496,02
157 4 16 243,2
158 4 17 419,75
159 4 18 227,2
160 4 19 175,81
161 4 20 219,46
162 4 21 395,71
163 4 22 225,92
164 4 23 542,38
165 4 24 247,79
166 4 25 180,67
167 4 26 173,93
168 4 27 172,85
169 4 28 369,01
170 4 29 262,65
171 4 30 374,22
172 4 31 434,94
173 4 32 350,21
174 4 33 473,03
175 4 34 331,17
176 4 35 266,14
177 4 36 258,17
178 4 37 267,19
179 4 38 274,39
180 5 6 795,71
181 5 7 402,33
182 5 8 542,26
183 5 9 576,32
184 5 10 439,62
185 5 11 585,63
186 5 12 403,95
187 5 13 233,19
188 5 14 238,01
189 5 15 572,99
190 5 16 319,07
191 5 17 496,88
192 5 18 267,46
193 5 19 160,04
194 5 20 209,88
195 5 21 434,54
196 5 22 278,76
197 5 23 565,55
198 5 24 196,03
199 5 25 112,5
200 5 26 189,45
201 5 27 187,15
202 5 28 445,43
203 5 29 327,76
204 5 30 439,43
205 5 31 502,85
206 5 32 403,18
207 5 33 460,18
208 5 34 397,89
209 5 35 332,14
210 5 36 322,64
211 5 37 331,27
212 5 38 338,94
213 6 7 849,43
214 6 8 703,02
215 6 9 497,18
216 6 10 838,26
217 6 11 210,55
218 6 12 401,83
219 6 13 855,88
220 6 14 751,26
221 6 15 255,8
222 6 16 476,92
223 6 17 311,17
224 6 18 630,95
225 6 19 787,37
226 6 20 785,02
227 6 21 599,25
228 6 22 642,81
229 6 23 856,45
230 6 24 901,78
231 6 25 881
232 6 26 764,94
233 6 27 767,49
234 6 28 350,28
235 6 29 504,77
236 6 30 423,04
237 6 31 358,96
238 6 32 521,15
239 6 33 998,78
240 6 34 518,59
241 6 35 497,7
242 6 36 511,31
243 6 37 506,31
244 6 38 498,55
245 7 8 236,09
246 7 9 406,94
247 7 10 45,65
248 7 11 664,31
249 7 12 487,42
250 7 13 183,86
251 7 14 178,16
252 7 15 594,34
253 7 16 492,56
254 7 17 555,64
255 7 18 603,47
256 7 19 558,31
257 7 20 606,15
258 7 21 763,13
259 7 22 239,01
260 7 23 174,71
261 7 24 589,93
262 7 25 493,59
263 7 26 217,84
264 7 27 219,31
265 7 28 564,11
266 7 29 580,35
267 7 30 671,37
268 7 31 708,02
269 7 32 693,06
270 7 33 150,74
271 7 34 332,02
272 7 35 579,47
273 7 36 579,29
274 7 37 587,91
275 7 38 591,91
276 8 9 210,49
277 8 10 197,5
278 8 11 554,4
279 8 12 425,2
280 8 13 382,74
281 8 14 311,57
282 8 15 465,16
283 8 16 481,9
284 8 17 457,34
285 8 18 659,73
286 8 19 674,51
287 8 20 714,93
288 8 21 792,61
289 8 22 275,88
290 8 23 155,83
291 8 24 738,09
292 8 25 650,8
293 8 26 361,23
294 8 27 364,27
295 8 28 499,05
296 8 29 589,72
297 8 30 649,91
298 8 31 664,25
299 8 32 704,41
300 8 33 368,12
301 8 34 250,89
302 8 35 585,94
303 8 36 591,31
304 8 37 597,94
305 8 38 598,85
306 9 10 380,59
307 9 11 371,77
308 9 12 299,8
309 9 13 495,86
310 9 14 395,65
311 9 15 275,98
312 9 16 392
313 9 17 293,15
314 9 18 602,66
315 9 19 670,36
316 9 20 699,93
317 9 21 700,4
318 9 22 304,66
319 9 23 366,31
320 9 24 759,13
321 9 25 688,5
322 9 26 435,75
323 9 27 439,11
324 9 28 357,39
325 9 29 499,96
326 9 30 527,06
327 9 31 522,18
328 9 32 603,9
329 9 33 554,48
330 9 34 181,69
331 9 35 494,16
332 9 36 503,65
333 9 37 507,68
334 9 38 505,8
335 10 11 659,52
336 10 12 489,52
337 10 13 227,34
338 10 14 208,16
339 10 15 584,88
340 10 16 504,57
341 10 17 551,88
342 10 18 629,06
343 10 19 593,34
344 10 20 640,37
345 10 21 785,37
346 10 22 251,15
347 10 23 130,42
348 10 24 629,75
349 10 25 534,13
350 10 26 252
351 10 27 253,84
352 10 28 566,96
353 10 29 597,38
354 10 30 683,74
355 10 31 716,56
356 10 32 711,59
357 10 33 174,42
358 10 34 325,71
359 10 35 595,96
360 10 36 596,79
361 10 37 605,15
362 10 38 608,63
363 11 12 193,56
364 11 13 651,87
365 11 14 549,53
366 11 15 96,99
367 11 16 267,53
368 11 17 109,09
369 11 18 439,77
370 11 19 586,38
371 11 20 589,21
372 11 21 446,15
373 11 22 443,53
374 11 23 698,87
375 11 24 699,88
376 11 25 673,35
377 11 26 559,25
378 11 27 561,65
379 11 28 140,47
380 11 29 309,54
381 11 30 252,57
382 11 31 206,44
383 11 32 354,26
384 11 33 810,2
385 11 34 333,81
386 11 35 302,1
387 11 36 316,03
388 11 37 312,69
389 11 38 305,62
390 12 13 459,07
391 12 14 358,41
392 12 15 169,61
393 12 16 108,86
394 12 17 93,35
395 12 18 323,49
396 12 19 435,29
397 12 20 450,52
398 12 21 401,42
399 12 22 255,79
400 12 23 551,02
401 12 24 543,01
402 12 25 501
403 12 26 365,92
404 12 27 368,27
405 12 28 77,62
406 12 29 205,56
407 12 30 230,11
408 12 31 239,1
409 12 32 304,33
410 12 33 628,09
411 12 34 176,1
412 12 35 199,03
413 12 36 210,17
414 12 37 212,69
415 12 38 209,62
416 13 14 107,28
417 13 15 604,39
418 13 16 423,12
419 13 17 545,38
420 13 18 472,01
421 13 19 393,18
422 13 20 442,87
423 13 21 639,76
424 13 22 216,7
425 13 23 357,77
426 13 24 410,56
427 13 25 313,14
428 13 26 94,95
429 13 27 93,24
430 13 28 526,69
431 13 29 484,18
432 13 30 589,61
433 13 31 640,05
434 13 32 586
435 13 33 228,86
436 13 34 356,61
437 13 35 485,54
438 13 36 481,29
439 13 37 490,49
440 13 38 496,35
441 14 15 498,45
442 14 16 335,95
443 14 17 441,88
444 14 18 425,77
445 14 19 386,65
446 14 20 432,92
447 14 21 587,28
448 14 22 109,69
449 14 23 329,28
450 14 24 433,06
451 14 25 341,8
452 14 26 49,96
453 14 27 52,86
454 14 28 429,29
455 14 29 411,94
456 14 30 510,41
457 14 31 554,81
458 14 32 521,5
459 14 33 285,36
460 14 34 249,49
461 14 35 411,98
462 14 36 410,14
463 14 37 419,08
464 14 38 423,87
465 15 16 270,57
466 15 17 80,4
467 15 18 471,67
468 15 19 600,15
469 15 20 610,94
470 15 21 508,4
471 15 22 389,17
472 15 23 613,5
473 15 24 710,06
474 15 25 670,55
475 15 26 515,86
476 15 27 518,61
477 15 28 157,64
478 15 29 342,7
479 15 30 314,4
480 15 31 283,02
481 15 32 411,82
482 15 33 743,26
483 15 34 262,89
484 15 35 335,24
485 15 36 348,69
486 15 37 347,81
487 15 38 342,12
488 16 17 190,28
489 16 18 216,11
490 16 19 329,61
491 16 20 342,42
492 16 21 314,05
493 16 22 253,99
494 16 23 587,63
495 16 24 439,82
496 16 25 406,36
497 16 26 328,38
498 16 27 329,93
499 16 28 127,07
500 16 29 110,03
501 16 30 179,18
502 16 31 218,86
503 16 32 222,71
504 16 33 619,86
505 16 34 235,32
506 16 35 105,27
507 16 36 112,86
508 16 37 118,12
509 16 38 117,9
510 17 18 392,77
511 17 19 519,81
512 17 20 530,64
513 17 21 440,21
514 17 22 335,02
515 17 23 596,83
516 17 24 629,98
517 17 25 592,23
518 17 26 453,86
519 17 27 456,38
520 17 28 81,72
521 17 29 265,01
522 17 30 249,93
523 17 31 231,89
524 17 32 342,36
525 17 33 701,17
526 17 34 226,49
527 17 35 257,63
528 17 36 270,8
529 17 37 270,56
530 17 38 265,32
531 18 19 170,44
532 18 20 155,74
533 18 21 168,84
534 18 22 392,46
535 18 23 736,37
536 18 24 281,8
537 18 25 295,14
538 18 26 393,34
539 18 27 392,98
540 18 28 314,46
541 18 29 130,63
542 18 30 214,92
543 18 31 284,01
544 18 32 144,53
545 18 33 698,22
546 18 34 432,34
547 18 35 138,15
548 18 36 124,27
549 18 37 127,09
550 18 38 134,2
551 19 20 50,15
552 19 21 313,16
553 19 22 399,57
554 19 23 715,81
555 19 24 114,57
556 19 25 133,64
557 19 26 341,35
558 19 27 339,58
559 19 28 450,3
560 19 29 283,52
561 19 30 382,39
562 19 31 451,36
563 19 32 313,83
564 19 33 620,01
565 19 34 489
566 19 35 290,32
567 19 36 277,05
568 19 37 282,98
569 19 38 291,02
570 20 21 278,03
571 20 22 439,15
572 20 23 761,53
573 20 24 131,13
574 20 25 176,45
575 20 26 388,64
576 20 27 387
577 20 28 457,14
578 20 29 280,79
579 20 30 370,57
580 20 31 439,6
581 20 32 292,15
582 20 33 670,01
583 20 34 519,75
584 20 35 288,05
585 20 36 274,24
586 20 37 278,81
587 20 38 286,5
588 21 22 539,9
589 21 23 885,1
590 21 24 407,57
591 21 25 446,37
592 21 26 558,32
593 21 27 558,22
594 21 28 359,39
595 21 29 204,12
596 21 30 194,81
597 21 31 244,61
598 21 32 98,18
599 21 33 864,53
600 21 34 549,2
601 21 35 208,81
602 21 36 201,86
603 21 37 195,97
604 21 38 196,36
605 22 23 345,46
606 22 24 470,82
607 22 25 391
608 22 26 136,53
609 22 27 139,77
610 22 28 330,11
611 22 29 347
612 22 30 433,11
613 22 31 469,1
614 22 32 461,98
615 22 33 373,32
616 22 34 142,43
617 22 35 345,3
618 22 36 346,73
619 22 37 354,89
620 22 38 358,06
621 23 24 757,83
622 23 25 662,98
623 23 26 376,29
624 23 27 378,48
625 23 28 627,88
626 23 29 688,85
627 23 30 764,1
628 23 31 787,82
629 23 32 804,6
630 23 33 253,34
631 23 34 375,77
632 23 35 686,37
633 23 36 689,22
634 23 37 696,93
635 23 38 699,33
636 24 25 97,78
637 24 26 383,74
638 24 27 381,2
639 24 28 562,71
640 24 29 398,09
641 24 30 495,74
642 24 31 564,83
643 24 32 422,22
644 24 33 624,58
645 24 34 577,74
646 24 35 404,89
647 24 36 391,62
648 24 37 397,5
649 24 38 405,52
650 25 26 291,94
651 25 27 289,2
652 25 28 533,16
653 25 29 389,44
654 25 30 496,68
655 25 31 564,18
656 25 32 439,58
657 25 33 527,22
658 25 34 509,35
659 25 35 395,25
660 25 36 383,42
661 25 37 390,88
662 25 38 398,99
663 26 27 3,37
664 26 28 432,27
665 26 29 393,25
666 26 30 496,74
667 26 31 545,84
668 26 32 498,5
669 26 33 306,66
670 26 34 278,86
671 26 35 394,16
672 26 36 390,74
673 26 37 399,88
674 26 38 405,38
675 27 28 434,36
676 27 29 394,01
677 27 30 497,81
678 27 31 547,2
679 27 32 498,89
680 27 33 306,57
681 27 34 282,06
682 27 35 394,98
683 27 36 391,45
684 27 37 400,6
685 27 38 406,15
686 28 29 185,07
687 28 30 172,24
688 28 31 167,05
689 28 32 261,33
690 28 33 703,3
691 28 34 252,29
692 28 35 177,6
693 28 36 191,08
694 28 37 190,18
695 28 38 184,57
696 29 30 111,83
697 29 31 175,96
698 29 32 115,82
699 29 33 696,8
700 29 34 345,08
701 29 35 7,53
702 29 36 6,55
703 29 37 8,22
704 29 38 12,17
705 30 31 69,13
706 30 32 101,9
707 30 33 795,64
708 30 34 399,09
709 30 35 108,08
710 30 36 116,79
711 30 37 108,19
712 30 38 100,49
713 31 32 162,22
714 31 33 838,38
715 31 34 414,83
716 31 35 171
717 31 36 181,59
718 31 37 173,64
719 31 38 165,61
720 32 33 804,54
721 32 34 457,6
722 32 35 118,8
723 32 36 115,43
724 32 37 107,7
725 32 38 105,82
726 33 34 480,41
727 33 35 697,04
728 33 36 694,78
729 33 37 703,79
730 33 38 708,79
731 34 35 340,55
732 34 36 347,46
733 34 37 353,24
734 34 38 353,21
735 35 36 13,93
736 35 37 13,67
737 35 38 12,99
738 36 37 9,22
739 36 38 16,31
740 37 38 8,14
